user_id,event,timestamp,post_id,creator_id,failure_reason,signup_plan,kyc_status,payment_amount_gbp,payout_amount_gbp
U037Q06DP,kyc_start,11/05/2025 13:24,PC567DHEB,C002,,,,,
U037Q06DP,kyc_complete,2025-05-16T02:19:03.294739+00:00Z,PC567DHEB,C002,,,manual_review,,
U038740X3,profile_view,2025-07-25T07:11:47.570793+00:00Z,P3EN08ZBV,C004,,,,,
U039HXBAB,profile_view,17/03/2025 09:17,PBKVDH5UV,C003,,,,,
U039HXBAB,signup,19/03/2025 00:27,PBKVDH5UV,C003,,pro,,,
U039HXBAB,kyc_start,23/03/2025 19:30,PBKVDH5UV,C003,,,,,
U039HXBAB,kyc_complete,2025-04-01 16:15:07,PBKVDH5UV,C003,,,approved,,
U04UCD2RS,profile_view,30/03/2025 20:22,PWHSM8PMS,C004,,,,,
U04UCD2RS,signup_abandoned,2025-04-01T08:23:33.866112+00:00Z,PWHSM8PMS,C004,captcha_fail,,,,
U0563EE30,profile_view,25/05/2025 14:01,P1XKB7EQM,C001,,,,,
U05QCKAOS,profile_view,2025-04-27T14:40:31.231984+00:00Z,P7JBWYY78,C002,,,,,
U05QCKAOS,signup,1745957064925,P7JBWYY78,C002,,standard,,,
U05QCKAOS,kyc_start,2025-04-30 02:33:43,P7JBWYY78,C002,,,,,
U05QCKAOS,kyc_complete,2025-05-08 20:28:29,P7JBWYY78,C002,,,approved,,
U05X9ZOMF,profile_view,2025-04-09 23:41:34,P3UGF2IJ8,C004,,,,,
U066R8VKQ,profile_view,07/03/2025 00:11,PDU6HDPIT,C001,,,,,
U06AGEOW0,profile_view,12/07/2025 05:36,PWWBVY7L9,C002,,,,,
U06AGEOW0,signup_abandoned,2025-07-13T15:12:28.873456+00:00Z,PWWBVY7L9,C002,captcha_fail,,,,
U06LL4OYX,profile_view,2025-04-15 03:25:10,PFA2ZQCFX,C002,,,,,
U06UO7ZUC,profile_view,2025-08-07 02:04:08,PKV8R8IOZ,C003,,,,,
U0764DI3A,profile_view,2025-05-31T20:52:08.635654+00:00Z,PS3TQL1PT,C001,,,,,
U07G9Y061,profile_view,2025-05-27T21:40:18.715588+00:00Z,PAJ0AI4ZV,C002,,,,,
U07KXLFNM,profile_view,2025-04-07T21:14:58.056194+00:00Z,P9H5BHS1L,C001,,,,,
U082PRAI7,profile_view,2025-04-06 20:49:32,PG9R86F27,C002,,,,,
U08TVFNCF,profile_view,2025-05-30 19:33:24,PS70WWJNC,C002,,,,,
U08XUR1OQ,profile_view,23/07/2025 07:54,P0BXNNLGA,C001,,,,,
U09CNL0YN,profile_view,2025-07-04 02:07:42,PZZNOAK4C,C001,,,,,
U0A3LL7LW,profile_view,13/08/2025 09:39,P79VP9TOS,C003,,,,,
U0A6V9C5G,profile_view,2025-05-08 13:24:21,PC567DHEB,C002,,,,,
U0AGGZAJV,profile_view,2025-07-24T12:12:19.951302+00:00Z,PN7GN6BO3,C001,,,,,
U0AGGZAJV,signup,2025-07-24 19:17:16,PN7GN6BO3,C001,,pro,,,
U0AGGZAJV,kyc_abandoned,2025-07-31 08:45:47,PN7GN6BO3,C001,user_cancelled,,,,
U0B8L1X6Q,profile_view,2025-05-13 14:45:25,PUDRPGTA7,C004,,,,,
U0B8L1X6Q,signup_abandoned,15/05/2025 14:35,PUDRPGTA7,C004,timeout,,,,
U0B8PQS9P,profile_view,2025-06-22 17:23:53,PG0A442PK,C004,,,,,
U0B8PQS9P,signup_abandoned,2025-06-23 20:04:57,PG0A442PK,C004,timeout,,,,
U0BAWLAZ6,profile_view,2025-05-01 13:28:12,P8LHIH50F,C001,,,,,
U0BNMVIY2,profile_view,2025-04-12 04:13:45,PSU16PWSS,C001,,,,,
U0BNMVIY2,signup,2025-04-13T09:39:31.227687+00:00Z,PSU16PWSS,C001,,pro,,,
U0BNMVIY2,kyc_abandoned,2025-04-16 10:35:30,PSU16PWSS,C001,user_cancelled,,,,
U0BT5VSPU,profile_view,1746459989935,PARB6KDL8,C004,,,,,
U0BT5VSPU,signup_abandoned,2025-05-06 04:30:15,PARB6KDL8,C004,timeout,,,,
U0BYIHH32,profile_view,2025-07-29 13:27:51,PGJD6UMQN,C003,,,,,
U0C3QDLT2,profile_view,25/06/2025 07:10,PMHDLQ865,C004,,,,,
U0C3WG90V,profile_view,2025-06-23 01:24:46,PG0A442PK,C004,,,,,
U0C3WG90V,signup_abandoned,2025-06-23 02:03:12,PG0A442PK,C004,email_invalid,,,,
U0C8D12HZ,profile_view,2025-05-01 05:42:51,P8LHIH50F,C001,,,,,
U0C8D12HZ,signup_abandoned,2025-05-03 02:30:20,P8LHIH50F,C001,captcha_fail,,,,
U0CC9YZUZ,profile_view,2025-04-05 01:31:26,PG9R86F27,C002,,,,,
U0CMWD5A5,profile_view,2025-07-23 21:58:42,PN7GN6BO3,C001,,,,,
U0CQ37UC4,profile_view,20/07/2025 04:51,PVW2B05TB,C002,,,,,
U0DGXBQ2I,profile_view,2025-05-26 14:11:47,PA2EIDWGL,C003,,,,,
U0DGXBQ2I,signup,2025-05-28T10:55:17.670939+00:00Z,PA2EIDWGL,C003,,free,,,
U0DGXBQ2I,kyc_abandoned,2025-06-01 16:48:21,PA2EIDWGL,C003,user_cancelled,,,,
U0DXWVUXA,profile_view,2025-03-16 02:54:14,PIG2CKRMQ,C001,,,,,
U0DYRXPTX,profile_view,2025-05-14 14:41:10,PUDRPGTA7,C004,,,,,
U0EGWJMHU,profile_view,2025-06-29 22:39:10,PRXKM5BGY,C004,,,,,
U0ES1K6G9,profile_view,01/05/2025 10:36,PGNVN4794,C002,,,,,
U0F3TXSS5,profile_view,2025-04-28 07:46:05,P7JBWYY78,C002,,,,,
U0FEZM3FE,profile_view,1744813994501,POLYPHKE1,C001,,,,,
U0FEZM3FE,signup,2025-04-17 22:58:17,POLYPHKE1,C001,,standard,,,
U0FEZM3FE,kyc_abandoned,21/04/2025 13:27,POLYPHKE1,C001,timeout,,,,
U0GV26MTL,profile_view,25/08/2025 11:33,P5IQN5IBV,C001,,,,,
U0GYIZ4RG,profile_view,1742023192025,PIG2CKRMQ,C001,,,,,
U0H48ASBE,profile_view,2025-08-07 05:12:08,PKV8R8IOZ,C003,,,,,
U0H48ASBE,signup_abandoned,2025-08-07T09:47:19.340441+00:00Z,PKV8R8IOZ,C003,timeout,,,,
U0H7BVGKP,profile_view,2025-03-16T03:35:02.526608+00:00Z,PIG2CKRMQ,C001,,,,,
U0H7BVGKP,signup,2025-03-18T09:26:55.707169+00:00Z,PIG2CKRMQ,C001,,pro,,,
U0H7BVGKP,kyc_start,1742312151038,PIG2CKRMQ,C001,,,,,
U0H7BVGKP,kyc_complete,2025-03-25 07:32:01,PIG2CKRMQ,C001,,,approved,,
U0HASXLYG,profile_view,1747283125687,P7IF71R9U,C002,,,,,
U0HDOIHLU,profile_view,2025-07-08 14:20:02,PPCNP0DI8,C003,,,,,
U0HE4TUD6,profile_view,2025-07-26 00:06:03,PDUW0YAAZ,C003,,,,,
U0IL74LZV,profile_view,03/07/2025 02:07,PZZNOAK4C,C001,,,,,
U0IL74LZV,signup_abandoned,2025-07-04T20:04:54.972951+00:00Z,PZZNOAK4C,C001,email_invalid,,,,
U0IMW2NHL,profile_view,2025-05-30 15:58:37,PJZ6IOZF4,C002,,,,,
U0INPBC2M,profile_view,1753474947005,PDUW0YAAZ,C003,,,,,
U0J8TPD1H,profile_view,2025-08-25 14:51:04,P0SWMTOCM,C004,,,,,
U0JCRUR3M,profile_view,2025-03-20 11:06:53,PFGIIRVJA,C001,,,,,
U0JCRUR3M,signup_abandoned,22/03/2025 05:37,PFGIIRVJA,C001,timeout,,,,
U0JJQXM93,profile_view,1748684530500,PM4JNJPGA,C002,,,,,
U0JJQXM93,signup_abandoned,2025-06-01T23:33:21.046739+00:00Z,PM4JNJPGA,C002,timeout,,,,
U0JQI33I1,profile_view,2025-04-01T17:40:48.135954+00:00Z,P2XLIONSG,C002,,,,,
U0JQI33I1,signup,2025-04-03T15:18:08.224589+00:00Z,P2XLIONSG,C002,,pro,,,
U0JQI33I1,kyc_abandoned,2025-04-08T19:32:53.871682+00:00Z,P2XLIONSG,C002,unknown,,,,
U0JTA7WES,profile_view,2025-03-10 02:12:09,PPTUUYDUG,C001,,,,,
U0JTA7WES,signup_abandoned,1741671930232,PPTUUYDUG,C001,timeout,,,,
U0JXTWWLU,profile_view,1748216654668,P1XKB7EQM,C001,,,,,
U0JXTWWLU,signup_abandoned,2025-05-27 10:11:34,P1XKB7EQM,C001,captcha_fail,,,,
U0JZLW7V7,profile_view,2025-03-16T08:09:27.629990+00:00Z,PIG2CKRMQ,C001,,,,,
U0K0PC45Q,profile_view,2025-07-19 17:55:51,PVW2B05TB,C002,,,,,
U0KNNPVUJ,profile_view,2025-05-29 01:08:55,PN8S6YDZL,C004,,,,,
U0KS7MXB8,profile_view,2025-05-31 03:25:10,PS3TQL1PT,C001,,,,,
U0KS7MXB8,signup,2025-06-02 04:00:39,PS3TQL1PT,C001,,free,,,
U0KS7MXB8,kyc_start,2025-06-04 07:30:48,PS3TQL1PT,C001,,,,,
U0KS7MXB8,kyc_complete,2025-06-12 17:37:35,PS3TQL1PT,C001,,,approved,,
U0LT2D31Y,profile_view,2025-07-11T16:15:55.035905+00:00Z,PJWWZODOT,C003,,,,,
U0LTSN1Z1,profile_view,16/03/2025 09:35,PIG2CKRMQ,C001,,,,,
U0LTSN1Z1,signup,2025-03-19 01:29:11,PIG2CKRMQ,C001,,standard,,,
U0LTSN1Z1,kyc_start,2025-03-21 03:26:28,PIG2CKRMQ,C001,,,,,
U0LTSN1Z1,kyc_complete,1743038790135,PIG2CKRMQ,C001,,,manual_review,,
U0LTSN1Z1,first_payment,2025-04-03 05:58:19,PIG2CKRMQ,C001,,,,98.82,
U0LTSN1Z1,first_payout,2025-04-15T00:21:29.834192+00:00Z,PIG2CKRMQ,C001,,,,,98.19
U0M2AVHS8,profile_view,2025-08-06T05:49:39.508541+00:00Z,PRB4CWXV4,C004,,,,,
U0MO8KB1E,profile_view,25/05/2025 17:22,PA2EIDWGL,C003,,,,,
U0MO8KB1E,signup,2025-05-28 06:36:09,PA2EIDWGL,C003,,pro,,,
U0MO8KB1E,kyc_start,1748421579581,PA2EIDWGL,C003,,,,,
U0MO8KB1E,kyc_complete,2025-05-30 10:05:42,PA2EIDWGL,C003,,,approved,,
U0MO8KB1E,first_payment,2025-06-04 13:52:58,PA2EIDWGL,C003,,,,219.75,
U0MO8KB1E,first_payout,2025-06-07T23:06:53.199269+00:00Z,PA2EIDWGL,C003,,,,,218.59
U0N06LLCI,profile_view,2025-03-19 11:36:09,PFGIIRVJA,C001,,,,,
U0NGVKQV7,profile_view,2025-08-06 22:52:15,PKV8R8IOZ,C003,,,,,
U0NQ7NQYW,profile_view,2025-05-14T06:46:11.562803+00:00Z,PUDRPGTA7,C004,,,,,
U0NVCMBXZ,profile_view,2025-03-26 04:00:37,P0ZBBFHKN,C004,,,,,
U0NVCMBXZ,signup,2025-03-28T05:11:27.134235+00:00Z,P0ZBBFHKN,C004,,pro,,,
U0NVCMBXZ,kyc_start,29/03/2025 12:11,P0ZBBFHKN,C004,,,,,
U0NVCMBXZ,kyc_complete,2025-04-05T08:29:56.006834+00:00Z,P0ZBBFHKN,C004,,,approved,,
U0NWK9F48,profile_view,2025-05-31 15:07:35,PS3TQL1PT,C001,,,,,
U0NWK9F48,signup,2025-06-03 15:00:37,PS3TQL1PT,C001,,pro,,,
U0NWK9F48,kyc_start,2025-06-06 05:23:57,PS3TQL1PT,C001,,,,,
U0NWK9F48,kyc_complete,15/06/2025 07:34,PS3TQL1PT,C001,,,approved,,
U0NWK9F48,first_payment,2025-06-16 02:25:34,PS3TQL1PT,C001,,,,75.47,
U0NZHWAGG,profile_view,2025-03-09 19:15:06,PPTUUYDUG,C001,,,,,
U0O6Y2QDS,profile_view,2025-05-30T21:21:19.215326+00:00Z,PS3TQL1PT,C001,,,,,
U0ODU8JZF,profile_view,2025-05-07 01:00:46,PC567DHEB,C002,,,,,
U0OE1FTM3,profile_view,2025-07-01T16:46:00.615925+00:00Z,P2G6V2Y62,C002,,,,,
U0OE1FTM3,signup_abandoned,2025-07-04 02:48:15,P2G6V2Y62,C002,email_invalid,,,,
U0P2DGZUR,profile_view,13/04/2025 22:32,P0VPXQNON,C003,,,,,
U0P2DGZUR,signup_abandoned,1744693360393,P0VPXQNON,C003,email_invalid,,,,
U0P2OHZWP,profile_view,2025-06-25 04:05:23,P2I7XKEJW,C001,,,,,
U0P2OHZWP,signup_abandoned,2025-06-27 18:21:08,P2I7XKEJW,C001,email_invalid,,,,
U0P4DPDRH,profile_view,2025-04-07 12:54:22,PVWINHOWK,C002,,,,,
U0PAH66E6,profile_view,2025-07-25T11:38:38.024581+00:00Z,PXHFAAYE8,C002,,,,,
U0Q0EFOBB,profile_view,2025-03-15 09:55:18,PIG2CKRMQ,C001,,,,,
U0Q0EFOBB,signup_abandoned,2025-03-16 08:36:14,PIG2CKRMQ,C001,captcha_fail,,,,
U0Q6YKR93,profile_view,2025-07-07 00:46:18,P8H0H4XGY,C004,,,,,
U0Q7LKB50,profile_view,2025-05-28 00:49:59,PN8S6YDZL,C004,,,,,
U0QAOUMOE,profile_view,2025-03-16T00:06:22.730050+00:00Z,PIG2CKRMQ,C001,,,,,
U0QAOUMOE,signup,1742101014693,PIG2CKRMQ,C001,,pro,,,
U0QAOUMOE,kyc_start,18/03/2025 10:23,PIG2CKRMQ,C001,,,,,
U0QAOUMOE,kyc_complete,2025-03-20 11:07:19,PIG2CKRMQ,C001,,,approved,,
U0R3BN74G,profile_view,1754864938488,PBGMQUNMA,C004,,,,,
U0R3BN74G,signup_abandoned,2025-08-12T09:40:52.799802+00:00Z,PBGMQUNMA,C004,captcha_fail,,,,
U0RWE68T4,profile_view,26/05/2025 17:40,PA2EIDWGL,C003,,,,,
U0RXMWC5K,profile_view,13/05/2025 21:20,PZ3UKPSK1,C002,,,,,
U0S6R79UT,profile_view,26/04/2025 07:23,P55FQD74W,C003,,,,,
U0SDW0AT7,profile_view,2025-06-24 01:52:27,PMHDLQ865,C004,,,,,
U0SSHKE6V,profile_view,2025-03-16T15:14:06.787929+00:00Z,PVRHK0O7R,C001,,,,,
U0TIATQBW,profile_view,2025-03-09T15:17:48.220044+00:00Z,PPTUUYDUG,C001,,,,,
U0TIATQBW,signup_abandoned,2025-03-11 15:08:45,PPTUUYDUG,C001,captcha_fail,,,,
U0TIYTMU6,profile_view,26/05/2025 08:01,PA2EIDWGL,C003,,,,,
U0TIYTMU6,signup_abandoned,28/05/2025 23:47,PA2EIDWGL,C003,email_invalid,,,,
U0TP2EIAZ,profile_view,2025-06-24 14:49:59,PMHDLQ865,C004,,,,,
U0TZIHMNJ,profile_view,2025-04-02T06:14:49.373541+00:00Z,P9VA6MX4E,C001,,,,,
U0U66Y2IP,profile_view,2025-08-23 22:23:11,P5IQN5IBV,C001,,,,,
U0U9KD5EP,profile_view,1749826249944,P8RC77TQQ,C001,,,,,
U0UFCUQNP,profile_view,1751760666130,P8H0H4XGY,C004,,,,,
U0UFCUQNP,signup,1751819064360,P8H0H4XGY,C004,,pro,,,
U0UFCUQNP,kyc_abandoned,2025-07-08 16:36:23,P8H0H4XGY,C004,doc_mismatch,,,,
U0USEY3CW,profile_view,2025-06-23T22:31:26.675697+00:00Z,PMHDLQ865,C004,,,,,
U0V4AU1LE,profile_view,11/05/2025 14:50,P9DHRZKQ1,C001,,,,,
U0V4AU1LE,signup_abandoned,14/05/2025 07:53,P9DHRZKQ1,C001,timeout,,,,
U0V6YM0RL,profile_view,14/04/2025 15:30,P0VPXQNON,C003,,,,,
U0V6YM0RL,signup,1744812328093,P0VPXQNON,C003,,standard,,,
U0V6YM0RL,kyc_start,16/04/2025 19:59,P0VPXQNON,C003,,,,,
U0V6YM0RL,kyc_complete,19/04/2025 12:51,P0VPXQNON,C003,,,approved,,
U0V6YM0RL,first_payment,2025-04-23T05:21:44.442260+00:00Z,P0VPXQNON,C003,,,,300.41,
U0V6YM0RL,first_payout,1746000402097,P0VPXQNON,C003,,,,,299.54
U0V86XGN8,profile_view,2025-05-30 04:08:43,PBTF27SDU,C002,,,,,
U0VZKFGCI,profile_view,2025-06-24 12:00:06,P2I7XKEJW,C001,,,,,
U0WWMR8FS,profile_view,2025-05-30 14:42:51,PS3TQL1PT,C001,,,,,
U0XGX7RH8,profile_view,2025-06-01 04:05:10,PS3TQL1PT,C001,,,,,
U0XLYLU9U,profile_view,15/03/2025 04:11,PIG2CKRMQ,C001,,,,,
U0XZSY0Y4,profile_view,1742778771469,PFJMNE49Q,C001,,,,,
U0XZSY0Y4,signup,26/03/2025 13:11,PFJMNE49Q,C001,,standard,,,
U0XZSY0Y4,kyc_start,2025-03-28 08:15:44,PFJMNE49Q,C001,,,,,
U0XZSY0Y4,kyc_complete,30/03/2025 05:51,PFJMNE49Q,C001,,,approved,,
U0Y3FL9RM,profile_view,2025-03-08T00:28:30.048172+00:00Z,PSHHD3KUM,C003,,,,,
U0Y3FL9RM,signup,2025-03-09 02:16:31,PSHHD3KUM,C003,,pro,,,
U0Y3FL9RM,kyc_start,2025-03-12 13:11:45,PSHHD3KUM,C003,,,,,
U0Y3FL9RM,kyc_complete,13/03/2025 11:48,PSHHD3KUM,C003,,,approved,,
U0Y3FL9RM,first_payment,2025-03-20 23:37:06,PSHHD3KUM,C003,,,,269.54,
U0Y3FL9RM,first_payout,2025-03-30 02:32:51,PSHHD3KUM,C003,,,,,268.69
U0YBWFOR7,profile_view,2025-04-01 15:33:29,P0GEF63F3,C001,,,,,
U0YBWFOR7,signup,2025-04-02 07:25:06,P0GEF63F3,C001,,free,,,
U0YBWFOR7,kyc_abandoned,2025-04-04 04:25:41,P0GEF63F3,C001,user_cancelled,,,,
U0Z7L5286,profile_view,2025-03-21T19:11:02.930600+00:00Z,P2OODWCCH,C001,,,,,
U0Z7Y5LIO,profile_view,1748580179606,PBTF27SDU,C002,,,,,
U0ZIZBBHP,profile_view,26/05/2025 17:02,P1XKB7EQM,C001,,,,,
U0ZK9KSO6,profile_view,2025-05-11T21:57:22.931953+00:00Z,P9DHRZKQ1,C001,,,,,
U0ZK9KSO6,signup_abandoned,2025-05-12T18:46:17.835275+00:00Z,P9DHRZKQ1,C001,timeout,,,,
U106OGDO1,profile_view,2025-03-15T12:49:59.719899+00:00Z,PIG2CKRMQ,C001,,,,,
U10FMSHM5,profile_view,09/07/2025 04:14,PPCNP0DI8,C003,,,,,
U10FMSHM5,signup,2025-07-09 06:56:59,PPCNP0DI8,C003,,standard,,,
U10FMSHM5,kyc_abandoned,2025-07-14 04:20:02,PPCNP0DI8,C003,user_cancelled,,,,
U118L0LIT,profile_view,2025-05-30 10:11:21,PS3TQL1PT,C001,,,,,
U118L0LIT,signup_abandoned,1748656572106,PS3TQL1PT,C001,email_invalid,,,,
U11EHC3DD,profile_view,2025-03-06 16:13:35,PDU6HDPIT,C001,,,,,
U11EHC3DD,signup,2025-03-08 09:44:20,PDU6HDPIT,C001,,standard,,,
U11EHC3DD,kyc_abandoned,2025-03-10 05:40:19,PDU6HDPIT,C001,timeout,,,,
U11QP3C1V,profile_view,2025-06-14T20:44:09.219319+00:00Z,PC362F3WA,C002,,,,,
U12UBIV6F,profile_view,2025-05-01T23:51:20.695830+00:00Z,P8LHIH50F,C001,,,,,
U12UBIV6F,signup,2025-05-03 18:42:54,P8LHIH50F,C001,,free,,,
U12UBIV6F,kyc_start,1746600036202,P8LHIH50F,C001,,,,,
U12UBIV6F,kyc_complete,2025-05-13 19:38:26,P8LHIH50F,C001,,,approved,,
U131AFNQ7,profile_view,07/08/2025 06:45,PKV8R8IOZ,C003,,,,,
U136ESR6Q,profile_view,11/05/2025 09:24,P9DHRZKQ1,C001,,,,,
U136ESR6Q,signup_abandoned,13/05/2025 12:29,P9DHRZKQ1,C001,timeout,,,,
U13GCRJLQ,profile_view,1745138336200,P3FPSMHLZ,C001,,,,,
U13R8FPQD,profile_view,10/08/2025 04:18,PONM5MX8P,C003,,,,,
U13R8FPQD,signup_abandoned,10/08/2025 07:05,PONM5MX8P,C003,timeout,,,,
U14423UHC,profile_view,2025-04-26 02:18:04,P55FQD74W,C003,,,,,
U14LS4YFP,profile_view,2025-05-14 15:58:22,PCD0JMVWK,C001,,,,,
U14R52LT5,profile_view,2025-04-25 03:27:14,PW2D4C5QM,C001,,,,,
U14T8KOA5,profile_view,2025-08-25T00:10:53.168280+00:00Z,PMBMB9B06,C001,,,,,
U152JEKUL,profile_view,2025-06-16T04:23:13.095858+00:00Z,P7WW3BDEA,C003,,,,,
U152JEKUL,signup,2025-06-17 22:47:23,P7WW3BDEA,C003,,free,,,
U152JEKUL,kyc_start,19/06/2025 09:16,P7WW3BDEA,C003,,,,,
U152JEKUL,kyc_complete,2025-06-21T05:23:36.458170+00:00Z,P7WW3BDEA,C003,,,approved,,
U152JEKUL,first_payment,2025-06-29 20:15:29,P7WW3BDEA,C003,,,,136.46,
U152JEKUL,first_payout,2025-07-10 23:28:49,P7WW3BDEA,C003,,,,,136.18
U158RXFZH,profile_view,14/05/2025 13:16,PUDRPGTA7,C004,,,,,
U158RXFZH,signup_abandoned,2025-05-14T23:01:22.332446+00:00Z,PUDRPGTA7,C004,email_invalid,,,,
U15Y003E9,profile_view,2025-05-14 00:05:44,PJHN997DK,C003,,,,,
U16PY5B5I,profile_view,2025-05-25 14:13:30,PA2EIDWGL,C003,,,,,
U16TCL0ED,profile_view,2025-03-23T06:09:33.335983+00:00Z,P2OODWCCH,C001,,,,,
U174M6BWX,profile_view,2025-05-25 22:58:12,PA2EIDWGL,C003,,,,,
U174M6BWX,signup_abandoned,27/05/2025 16:15,PA2EIDWGL,C003,timeout,,,,
U18061M05,profile_view,2025-05-29 08:37:23,PN8S6YDZL,C004,,,,,
U1807PZE8,profile_view,2025-07-22 20:01:56,P0BXNNLGA,C001,,,,,
U186IKRPB,profile_view,2025-04-07 22:41:04,PTSAPGA2G,C001,,,,,
U18FZVTRV,profile_view,31/05/2025 22:58,PS3TQL1PT,C001,,,,,
U19CC0N0W,profile_view,2025-05-04 21:59:25,PI1IXQ4C6,C001,,,,,
U19HNBMHW,profile_view,2025-05-07 13:41:07,PC567DHEB,C002,,,,,
U19HNBMHW,signup,2025-05-10T09:43:10.359571+00:00Z,PC567DHEB,C002,,pro,,,
U19HNBMHW,kyc_abandoned,2025-05-15 14:18:57,PC567DHEB,C002,unknown,,,,
U1AGXA6ZZ,profile_view,28/04/2025 12:07,P7JBWYY78,C002,,,,,
U1AQN31FK,profile_view,06/05/2025 03:56,PARB6KDL8,C004,,,,,
U1ARMOLLC,profile_view,2025-07-20 18:55:53,PY5CBWWGX,C002,,,,,
U1BVXQ0Z2,profile_view,1749439632648,P7IPWNTCP,C003,,,,,
U1BW7O4VI,profile_view,26/04/2025 13:22,PPFPIAUK2,C003,,,,,
U1BX82SOD,profile_view,2025-08-08T01:43:41.739072+00:00Z,PKV8R8IOZ,C003,,,,,
U1CKXSO28,profile_view,2025-07-07T00:33:41.434600+00:00Z,P8H0H4XGY,C004,,,,,
U1CRTYTO4,profile_view,2025-06-13T08:49:11.061816+00:00Z,P8RC77TQQ,C001,,,,,
U1CVQIXUU,profile_view,2025-04-19T14:24:03.927976+00:00Z,PCW90RTNP,C002,,,,,
U1CVQIXUU,signup_abandoned,2025-04-22 04:06:49,PCW90RTNP,C002,timeout,,,,
U1D0JQQAT,profile_view,1749412538663,P7IPWNTCP,C003,,,,,
U1D0JQQAT,signup,2025-06-11 05:58:01,P7IPWNTCP,C003,,free,,,
U1D0JQQAT,kyc_start,2025-06-15 21:49:15,P7IPWNTCP,C003,,,,,
U1D0JQQAT,kyc_complete,2025-06-25 16:10:51,P7IPWNTCP,C003,,,approved,,
U1D4GF1RC,profile_view,09/06/2025 12:00,P7IPWNTCP,C003,,,,,
U1DY2CYW7,profile_view,1748506932789,PBTF27SDU,C002,,,,,
U1DY2CYW7,signup,2025-06-01 05:22:52,PBTF27SDU,C002,,standard,,,
U1DY2CYW7,kyc_start,2025-06-02 05:50:38,PBTF27SDU,C002,,,,,
U1DY2CYW7,kyc_complete,08/06/2025 09:18,PBTF27SDU,C002,,,approved,,
U1EIQ4QJY,profile_view,15/03/2025 01:45,PIG2CKRMQ,C001,,,,,
U1FACZUB2,profile_view,26/04/2025 09:09,PPFPIAUK2,C003,,,,,
U1FSY0R6W,profile_view,2025-04-14 01:54:19,P0VPXQNON,C003,,,,,
U1GC3EQKK,profile_view,2025-07-18T00:27:23.917760+00:00Z,PYQACIOSX,C003,,,,,
U1GO4T4IA,profile_view,2025-05-29 18:32:15,PBTF27SDU,C002,,,,,
U1GO8AT8M,profile_view,31/05/2025 05:25,PMDGJQV1D,C003,,,,,
U1GOWVVU6,profile_view,2025-06-24 22:18:33,PMHDLQ865,C004,,,,,
U1GQCB14M,profile_view,2025-05-02 00:58:48,P8LHIH50F,C001,,,,,
U1GQCB14M,signup,02/05/2025 16:02,P8LHIH50F,C001,,pro,,,
U1GQCB14M,kyc_start,1746308059119,P8LHIH50F,C001,,,,,
U1GQCB14M,kyc_complete,11/05/2025 22:18,P8LHIH50F,C001,,,approved,,
U1GQCB14M,first_payment,2025-05-12T13:10:32.571702+00:00Z,P8LHIH50F,C001,,,,49.95,
U1H5AISEQ,profile_view,2025-05-02 00:44:54,P8LHIH50F,C001,,,,,
U1HC4AYR7,profile_view,1744369570431,PSU16PWSS,C001,,,,,
U1HSJDYOT,profile_view,2025-07-12 06:14:22,PWWBVY7L9,C002,,,,,
U1HSJDYOT,signup,14/07/2025 00:39,PWWBVY7L9,C002,,standard,,,
